"","ï..544988"
"29718",239080
"29719",142799
"29720",2794055
"29721",42911
"29722",300765
"29723",85469956
"29724",530953
"29725",728288
"29726",36169
"29727",772218
"29728",92774
"29729",121444
"29730",77326
"29731",112253
"29732",278501
"29733",16891
"29734",331934
"29735",2146
"29736",267128
"29737",82577
"29738",216152
"29739",49311
"29740",465860
"29741",22358
"29742",50557
"29743",1989581
"29744",1201350
"29745",5693199
"29746",14863
"29747",16348467
"29748",100124
"29749",3437842
"29750",56977
"29751",75223
"29752",12826
"29753",42533
"29754",2146
"29755",30902503
"29756",99167
"29757",938
"29758",182449
"29759",59847
"29760",20802
"29761",55525
"29762",87321
"29763",355768
"29764",20059
"29765",275458
"29766",337797
"29767",79441
"29768",58053
"29769",11795
"29770",22973
"29771",21984
"29772",50561
"29773",182504
"29774",19033
"29775",74570
"29776",31867
"29777",1300
"29778",1421515
"29779",6807
"29780",316714
"29781",13643695
"29782",105907
"29783",293862
"29784",59291
"29785",621742
"29786",320514
"29787",13531
"29788",763163
"29789",6688809
"29790",2743
"29791",166988
"29792",1398
"29793",303485
"29794",34664
"29795",1956
"29796",2485843
"29797",142727
"29798",2379075
"29799",5061
"29800",44838
"29801",1346165
"29802",27280
"29803",3784
"29804",10454
"29805",41899
"29806",26409
"29807",191284
"29808",89069
"29809",172409
"29810",117249
"29811",172519
"29812",35096
"29813",0
"29814",0
"29815",0
"29816",43728
"29817",52351
"29818",143336
"29819",595
"29820",19561
"29821",264844
"29822",16063
"29823",883791
"29824",13230
"29825",3871
"29826",1459
"29827",0
"29828",19270
"29829",580943
"29830",10771
"29831",6929
"29832",201592
"29833",17306
"29834",34586
"29835",145418
"29836",34829
"29837",654
"29838",191775
"29839",98012
"29840",60576
"29841",137020
"29842",24731
"29843",46804
"29844",151884
"29845",136670
"29846",8736
"29847",11342
"29848",66998
"29849",8632
"29850",2142
"29851",29248
"29852",15324
"29853",21494
"29854",282355
"29855",3215
"29856",18486
"29857",2646
"29858",73953
"29859",94872
"29860",14104
"29861",60005
"29862",40707
"29863",256968
"29864",54961
"29865",33694
"29866",12073
"29867",22357
"29868",15739
"29869",17244
"29870",7757
"29871",40533
"29872",5494
"29873",31219
"29874",12389
"29875",792
"29876",152289
"29877",86408
"29878",27116
"29879",45612
"29880",27233
"29881",13150
"29882",8470
"29883",13526
"29884",5652
"29885",12743
"29886",11675
"29887",82107
"29888",11695
"29889",194629
"29890",6328
"29891",46497
"29892",16047
"29893",12862
"29894",6055
"29895",10835
"29896",161084
"29897",13531
"29898",261909
"29899",24403
"29900",21566
"29901",90318
"29902",60884
"29903",5520
"29904",834352
"29905",90181881
"29906",51948
"29907",49934
"29908",14875
"29909",24764
"29910",275468
"29911",1606214
"29912",239509
"29913",30922
"29914",281931
"29915",301208
"29916",298810
"29917",4538817
"29918",1408971
"29919",204141
"29920",47670599
"29921",84610
"29922",403100
"29923",223923
"29924",192665
"29925",13759
"29926",67996
"29927",14990007
"29928",2427660
"29929",3684894
"29930",28086
"29931",53103
"29932",870381
"29933",31576
"29934",491076
"29935",91851
"29936",1934478
"29937",3868
"29938",89430
"29939",271542
"29940",139506
"29941",9683
"29942",50330
"29943",23394
"29944",74326
"29945",48947
"29946",169910
"29947",1089152
"29948",1073503
"29949",237215
"29950",220431
"29951",145979
"29952",7213753
"29953",111673
"29954",48717
"29955",8521
"29956",239240
"29957",431
"29958",4379
"29959",469281
"29960",858407
"29961",0
"29962",504127
"29963",2963615
"29964",10791
"29965",23040
"29966",53357
"29967",210541
"29968",0
"29969",529825
"29970",10585
"29971",39846
"29972",77922
"29973",170984
"29974",93955
"29975",294
"29976",33583
"29977",386416
"29978",13538
"29979",17271
"29980",401564
"29981",42019
"29982",2040
"29983",3868
"29984",2842
"29985",2228
"29986",376
"29987",421
"29988",1049
"29989",4498
"29990",101416
"29991",40438
"29992",6276
"29993",128973
"29994",3009
"29995",773
"29996",1169
"29997",1831
"29998",7502
"29999",643
"30000",13227
"30001",1866
"30002",1752
"30003",4025
"30004",5251
"30005",2919
"30006",2795
"30007",3023
"30008",3936
"30009",1500
"30010",1873
"30011",1799
"30012",5100
"30013",9804
"30014",8093
"30015",2800
"30016",2804
"30017",2617
"30018",2240
"30019",11628
"30020",20465
"30021",565
"30022",153562
"30023",16893
"30024",78371
"30025",28013
"30026",3784
"30027",138365
"30028",4968
"30029",5376
"30030",78079
"30031",5138
"30032",1003
"30033",28785
"30034",15151
"30035",640631
"30036",3647
"30037",1779
"30038",3569
"30039",8761
"30040",1002
"30041",1104
"30042",10428
"30043",1453
"30044",2160
"30045",14447
"30046",2880
"30047",2875
"30048",5505
"30049",3693
"30050",456
"30051",63233
"30052",19973
"30053",1877
"30054",188336
"30055",8644
"30056",9042
"30057",109200
"30058",4492
"30059",4118
"30060",4616
"30061",8086
"30062",4679
"30063",18914
"30064",14842
"30065",4447
"30066",15854
"30067",3865
"30068",12984
"30069",855
"30070",789
"30071",2218
"30072",759
"30073",3042
"30074",2822
"30075",4959
"30076",3666
"30077",4156
"30078",4912
"30079",704
"30080",2170
"30081",484291
"30082",130567
"30083",5260
"30084",63505
"30085",417
"30086",13366
"30087",2167
"30088",4439
"30089",13647
"30090",4877
"30091",4349
"30092",4690
"30093",2752
"30094",67553
"30095",43579
"30096",877
"30097",125423
"30098",21714
"30099",3800
"30100",132901
"30101",25257
"30102",94212
"30103",3128
"30104",21673
"30105",25967
"30106",1218
"30107",23242
"30108",5026
"30109",4423
"30110",6974
"30111",48074
"30112",901
"30113",3148
"30114",4675
"30115",1426
"30116",10800
"30117",1808
"30118",14905
"30119",4033
"30120",6026
"30121",0
"30122",41793
"30123",5531
"30124",35619
"30125",232783
"30126",12362
"30127",21795
"30128",7970
"30129",713500
"30130",260
"30131",50520
"30132",218267
"30133",4173
"30134",6463
"30135",205990
"30136",955847
"30137",46149
"30138",31350
"30139",546628
"30140",6486
"30141",4381
"30142",4002
"30143",5759
"30144",450006
"30145",71088
"30146",116576
"30147",67543417
"30148",762082
"30149",18064
"30150",61193
"30151",100790301
"30152",492182
"30153",84682
"30154",4715
"30155",1262049
"30156",1029766
"30157",103919
"30158",762326
"30159",63236
"30160",1470063
"30161",981778
"30162",172488
"30163",848839
"30164",11265
"30165",14259
"30166",72366
"30167",2032
"30168",10927983
"30169",294200
"30170",2183
"30171",202053
"30172",36890
"30173",353616
"30174",13529
"30175",9638
"30176",46517
"30177",15068
"30178",52865
"30179",1328
"30180",38727
"30181",14768
"30182",147352
"30183",11967
"30184",35949
"30185",53411
"30186",74919
"30187",461355
"30188",72750
"30189",2474010
"30190",508
"30191",14193
"30192",110370
"30193",903
"30194",24359582
"30195",58603
"30196",12283
"30197",258054
"30198",71767
"30199",44695
"30200",48831
"30201",96208
"30202",7571
"30203",1402344
"30204",606163
"30205",993432
"30206",19812994
"30207",63332
"30208",67885
"30209",44520
"30210",279816
"30211",8442468
"30212",224133
"30213",770112
"30214",71187198
"30215",147499
"30216",212249
"30217",116084
"30218",4198
"30219",1317
"30220",20604
"30221",10507
"30222",173303
"30223",8419
"30224",8678
"30225",3262768
"30226",7049424
"30227",137243
"30228",63074
"30229",40992
"30230",52975
"30231",431612
"30232",23927
"30233",2641772
"30234",69123
"30235",3318399
"30236",2074349
"30237",20838029
"30238",51557
"30239",13541500
"30240",88602
"30241",40686
"30242",139483
"30243",49875
"30244",104965
"30245",60403
"30246",27175
"30247",73203
"30248",2693716
"30249",140009
"30250",23530
"30251",15906
"30252",274785
"30253",335120
"30254",96964
"30255",62704
"30256",44283
"30257",602198
"30258",8949
"30259",5091
"30260",3097
"30261",2519
"30262",5380
"30263",2605
"30264",0
"30265",161580
"30266",13645
"30267",109244
"30268",111578092
"30269",504356
"30270",161906
"30271",45354
"30272",103212
"30273",16267
"30274",331936
"30275",5642
"30276",32843
"30277",59992
"30278",12350
"30279",481543
"30280",143829
"30281",125501
"30282",59589
"30283",344614
"30284",988
"30285",20173
"30286",857428
"30287",4935
"30288",39019
"30289",9132
"30290",75225
"30291",95168
"30292",17859
"30293",55868
"30294",85454
"30295",338644
"30296",491000
"30297",57059
"30298",10700
"30299",615102
"30300",499552
"30301",7226289
"30302",491732
"30303",7001
"30304",383570
"30305",57017158
"30306",161319
"30307",15155
"30308",83857
"30309",21524
"30310",12338
"30311",0
"30312",164190
"30313",5812
"30314",29700
"30315",468153
"30316",482277
"30317",49045
"30318",26123
"30319",336360
"30320",16280
"30321",185796
"30322",17308
"30323",2238913
"30324",13222
"30325",54764
"30326",40525
"30327",10503142
"30328",4880488
"30329",19765
"30330",2055371
"30331",51893
"30332",848978
"30333",79790
"30334",659203
"30335",1441149
"30336",29808
"30337",28550
"30338",5619
"30339",15223
"30340",38249
"30341",75859
"30342",0
"30343",0
"30344",12380170
"30345",394206
"30346",8667
"30347",46720
"30348",295878
"30349",651949
"30350",130799
"30351",3131758
"30352",109308
"30353",2051550
"30354",58807
"30355",17396
"30356",70162
"30357",1647924
"30358",407112
"30359",46309
"30360",156148
"30361",436924
"30362",140523
"30363",20930
"30364",717431
"30365",50844
"30366",51648
"30367",129744
"30368",11826
"30369",1177
"30370",17605
"30371",10941038
"30372",2010557
"30373",2705676
"30374",11705
"30375",1425637
"30376",44986
"30377",509734
"30378",657159
"30379",32186
"30380",266567
"30381",19820
"30382",83962
"30383",182662
"30384",27158
"30385",7465019
"30386",5913
"30387",0
"30388",21987
"30389",1692
"30390",18661
"30391",10439
"30392",9112004
"30393",30877
"30394",713355
"30395",1158743
"30396",65785
"30397",29646
"30398",144172
"30399",1498922
"30400",61582
"30401",12734796
"30402",317769
"30403",194168
"30404",237222
"30405",280406
"30406",6330
"30407",4000480
"30408",3836
"30409",9585
"30410",362196
"30411",269031
"30412",8413
"30413",154006
"30414",21495638
"30415",394847
"30416",1386753
"30417",313104
"30418",105940
"30419",15383411
"30420",380415
"30421",178216
"30422",150539
"30423",1835147
"30424",34563
"30425",96067
"30426",12406435
"30427",1694
"30428",5587
"30429",2478
"30430",282
"30431",110961
"30432",1185
"30433",29248
"30434",26102
"30435",35053
"30436",268041
"30437",23272931
"30438",230350
"30439",3142470
"30440",444802
"30441",943664
"30442",36864
"30443",11747
"30444",14294
"30445",1399
"30446",137653
"30447",37413
"30448",60972
"30449",15419402
"30450",48381
"30451",243035
"30452",78376
"30453",22782
"30454",120612
"30455",183547
"30456",959741
"30457",19912
"30458",12051
"30459",51311
"30460",1671070
"30461",31645
"30462",29639
"30463",38450
"30464",14394
"30465",2480236
"30466",801987
"30467",84833
"30468",231295
"30469",28500
"30470",2943076
"30471",4112
"30472",14165
"30473",49535
"30474",11051
"30475",48181491
"30476",354161
"30477",38606
"30478",11232
"30479",5925745
"30480",1871
"30481",8624
"30482",106775
"30483",9050
"30484",69435
"30485",1666
"30486",59955
"30487",41941
"30488",5017
"30489",5277
"30490",398
"30491",379525
"30492",490396
"30493",380629
"30494",6011693
"30495",178052
"30496",332654
"30497",31384
"30498",1159899
"30499",1350
"30500",4029
"30501",15778828
"30502",5973
"30503",400496
"30504",13884
"30505",4494
"30506",16233
"30507",64467
"30508",239915
"30509",19194
"30510",16257
"30511",2728178
"30512",6666
"30513",3474
"30514",1179968
"30515",10756926
"30516",5655
"30517",11617
"30518",22245
"30519",19780
"30520",20717
"30521",86511
"30522",174166
"30523",61744
"30524",11546
"30525",2307
"30526",781
"30527",1304817
"30528",31892087
"30529",709212
"30530",1617602
"30531",232947
"30532",3815045
"30533",36400
"30534",1424
"30535",25580
"30536",28716
"30537",238168
"30538",35461
"30539",16406
"30540",9035
"30541",505621
"30542",1615
"30543",2135
"30544",23608
"30545",7683318
"30546",5483
"30547",3525
"30548",107141
"30549",54084
"30550",93467
"30551",1341088
"30552",1695
"30553",30023
"30554",319060
"30555",36764
"30556",30551361
"30557",72796
"30558",978862
"30559",3856
"30560",29565
"30561",255911
"30562",1026190
"30563",58133
"30564",210594
"30565",822787
"30566",26856
"30567",61831
"30568",8262
"30569",1536
"30570",9781973
"30571",18162
"30572",1378204
"30573",1549
"30574",2731662
"30575",8899114
"30576",131364
"30577",304173
"30578",83905
"30579",5003554
"30580",52487
"30581",62182
"30582",342838
"30583",6853640
"30584",24609
"30585",52722654
"30586",40150
"30587",18752
"30588",52958
"30589",224265
"30590",124675
"30591",9600
"30592",126870
"30593",8673
"30594",11330
"30595",3169
"30596",12283
"30597",85782
"30598",1627896
"30599",174577
"30600",9255673
"30601",71745
"30602",6293
"30603",304419
"30604",392384
"30605",23503
"30606",15546
"30607",134105
"30608",7326671
"30609",20156
"30610",2641144
"30611",104210
"30612",1681741
"30613",1539653
"30614",225714
"30615",11799097
"30616",927679
"30617",532711
"30618",468608
"30619",1079019
"30620",155654
"30621",144259
"30622",9263
"30623",2026728
"30624",7403
"30625",585255
"30626",3118186
"30627",396767
"30628",1291
"30629",3142
"30630",3248
"30631",6640341
"30632",741394
"30633",1892
"30634",29367
"30635",1867
"30636",289
"30637",147184
"30638",34221
"30639",30223
"30640",83438
"30641",2874148
"30642",2114
"30643",10379
"30644",2972871
"30645",12350
"30646",25894
"30647",354
"30648",976
"30649",3715
"30650",297
"30651",8104
"30652",784
"30653",140073
"30654",143794
"30655",9736
"30656",5965
"30657",381
"30658",1356
"30659",38769
"30660",839
"30661",537544
"30662",7056
"30663",6175
"30664",959
"30665",221094
"30666",14595
"30667",41822
"30668",361
"30669",1559
"30670",2977
"30671",32464
"30672",1026111
"30673",36726
"30674",3697
"30675",596547
"30676",359621
"30677",15000
"30678",2169
"30679",577
"30680",94273
"30681",4819
"30682",3139
"30683",2465
"30684",172080
"30685",6718
"30686",379805
"30687",450585
"30688",114200
"30689",69440
"30690",189255
"30691",14563
"30692",11085856
"30693",1186
